1,25-Mar-13,868.7795463,0.02,768.7795463,100,0.001
2,22-Mar-13,867.9116347,0.02,767.9116347,100,0.001
3,21-Mar-13,867.0445901,0.02,767.0445901,100,0.001
4,20-Mar-13,866.1784117,0.02,766.1784117,100,0.001
5,19-Mar-13,865.3130986,0.02,765.3130986,100,0.001
6,18-Mar-13,864.4486499,0.02,764.4486499,100,0.001
7,15-Mar-13,863.5850649,0.02,763.5850649,100,0.001
8,14-Mar-13,862.7223425,0.02,762.7223425,100,0.001
9,13-Mar-13,861.860482,0.02,761.860482,100,0.001
10,12-Mar-13,860.9994826,0.02,760.9994826,100,0.001
11,11-Mar-13,860.1393432,0.02,760.1393432,100,0.001
12,8-Mar-13,859.2800632,0.02,759.2800632,100,0.001
13,7-Mar-13,858.4216415,0.02,758.4216415,100,0.001
14,6-Mar-13,857.5640774,0.02,757.5640774,100,0.001
15,5-Mar-13,856.7073701,0.02,756.7073701,100,0.001
16,4-Mar-13,855.8515185,0.02,755.8515185,100,0.001
17,1-Mar-13,854.996522,0.02,754.996522,100,0.001
18,28-Feb-13,854.1423796,0.02,754.1423796,100,0.001
19,27-Feb-13,853.2890906,0.02,753.2890906,100,0.001
20,26-Feb-13,852.4366539,0.02,752.4366539,100,0.001
21,25-Feb-13,851.5850688,0.02,751.5850688,100,0.001
22,22-Feb-13,850.7343345,0.02,750.7343345,100,0.001
23,21-Feb-13,849.88445,0.02,749.88445,100,0.001
24,20-Feb-13,849.0354146,0.02,749.0354146,100,0.001
25,19-Feb-13,848.1872274,0.02,748.1872274,100,0.001
26,15-Feb-13,847.3398875,0.02,747.3398875,100,0.001
27,14-Feb-13,846.4933941,0.02,746.4933941,100,0.001
28,13-Feb-13,845.6477464,0.02,745.6477464,100,0.001
29,12-Feb-13,844.8029434,0.02,744.8029434,100,0.001
30,11-Feb-13,843.9589844,0.02,743.9589844,100,0.001
31,8-Feb-13,843.1158686,0.02,743.1158686,100,0.001
32,7-Feb-13,842.273595,0.02,742.273595,100,0.001
33,6-Feb-13,841.4321628,0.02,741.4321628,100,0.001
34,5-Feb-13,840.5915712,0.02,740.5915712,100,0.001
35,4-Feb-13,839.7518194,0.02,739.7518194,100,0.001
36,1-Feb-13,838.9129065,0.02,738.9129065,100,0.001
37,31-Jan-13,838.0748317,0.02,738.0748317,100,0.001
38,30-Jan-13,837.2375941,0.02,737.2375941,100,0.001
39,29-Jan-13,836.4011929,0.02,736.4011929,100,0.001
40,28-Jan-13,835.5656273,0.02,735.5656273,100,0.001
41,25-Jan-13,834.7308964,0.02,734.7308964,100,0.001
42,24-Jan-13,833.8969994,0.02,733.8969994,100,0.001
43,23-Jan-13,833.0639354,0.02,733.0639354,100,0.001
44,22-Jan-13,832.2317037,0.02,732.2317037,100,0.001
45,18-Jan-13,831.4003034,0.02,731.4003034,100,0.001
46,17-Jan-13,830.5697337,0.02,730.5697337,100,0.001
47,16-Jan-13,829.7399937,0.02,729.7399937,100,0.001
48,15-Jan-13,828.9110826,0.02,728.9110826,100,0.001
49,14-Jan-13,828.0829996,0.02,728.0829996,100,0.001
50,11-Jan-13,827.2557439,0.02,727.2557439,100,0.001
51,10-Jan-13,826.4293146,0.02,726.4293146,100,0.001
52,9-Jan-13,825.6037109,0.02,725.6037109,100,0.001
53,8-Jan-13,824.7789319,0.02,724.7789319,100,0.001
54,7-Jan-13,823.954977,0.02,723.954977,100,0.001
55,4-Jan-13,823.1318451,0.02,723.1318451,100,0.001
56,3-Jan-13,822.3095356,0.02,722.3095356,100,0.001
57,2-Jan-13,821.4880475,0.02,721.4880475,100,0.001
58,31-Dec-12,820.6673801,0.02,720.6673801,100,0.001
59,28-Dec-12,819.8475326,0.02,719.8475326,100,0.001
60,27-Dec-12,819.0285041,0.02,719.0285041,100,0.001
61,26-Dec-12,818.2102938,0.02,718.2102938,100,0.001
62,24-Dec-12,817.3929009,0.02,717.3929009,100,0.001
63,21-Dec-12,816.5763246,0.02,716.5763246,100,0.001
64,20-Dec-12,815.760564,0.02,715.760564,100,0.001
65,19-Dec-12,814.9456184,0.02,714.9456184,100,0.001
66,18-Dec-12,814.1314869,0.02,714.1314869,100,0.001
67,17-Dec-12,813.3181687,0.02,713.3181687,100,0.001
68,14-Dec-12,812.5056631,0.02,712.5056631,100,0.001
69,13-Dec-12,811.6939691,0.02,711.6939691,100,0.001
70,12-Dec-12,810.883086,0.02,710.883086,100,0.001
71,11-Dec-12,810.073013,0.02,710.073013,100,0.001
72,10-Dec-12,809.2637493,0.02,709.2637493,100,0.001
73,7-Dec-12,808.455294,0.02,708.455294,100,0.001
74,6-Dec-12,807.6476463,0.02,707.6476463,100,0.001
75,5-Dec-12,806.8408055,0.02,706.8408055,100,0.001
76,4-Dec-12,806.0347708,0.02,706.0347708,100,0.001
77,3-Dec-12,805.2295412,0.02,705.2295412,100,0.001
78,30-Nov-12,804.4251161,0.02,704.4251161,100,0.001
79,29-Nov-12,803.6214946,0.02,703.6214946,100,0.001
80,28-Nov-12,802.8186759,0.02,702.8186759,100,0.001
81,27-Nov-12,802.0166593,0.02,702.0166593,100,0.001
82,26-Nov-12,801.2154438,0.02,701.2154438,100,0.001
83,23-Nov-12,800.4150288,0.02,700.4150288,100,0.001
84,21-Nov-12,799.6154134,0.02,699.6154134,100,0.001
85,20-Nov-12,798.8165968,0.02,698.8165968,100,0.001
86,19-Nov-12,798.0185782,0.02,698.0185782,100,0.001
87,16-Nov-12,797.2213568,0.02,697.2213568,100,0.001
88,15-Nov-12,796.4249319,0.02,696.4249319,100,0.001
89,14-Nov-12,795.6293026,0.02,695.6293026,100,0.001
90,13-Nov-12,794.8344681,0.02,694.8344681,100,0.001
91,12-Nov-12,794.0404277,0.02,694.0404277,100,0.001
92,9-Nov-12,793.2471805,0.02,693.2471805,100,0.001
93,8-Nov-12,792.4547258,0.02,692.4547258,100,0.001
94,7-Nov-12,791.6630627,0.02,691.6630627,100,0.001
95,6-Nov-12,790.8721906,0.02,690.8721906,100,0.001
96,5-Nov-12,790.0821084,0.02,690.0821084,100,0.001
97,2-Nov-12,789.2928156,0.02,689.2928156,100,0.001
98,1-Nov-12,788.5043113,0.02,688.5043113,100,0.001
99,31-Oct-12,787.7165947,0.02,687.7165947,100,0.001
100,26-Oct-12,786.9296651,0.02,686.9296651,100,0.001
101,25-Oct-12,786.1435215,0.02,686.1435215,100,0.001
102,24-Oct-12,785.3581634,0.02,685.3581634,100,0.001
103,23-Oct-12,784.5735898,0.02,684.5735898,100,0.001
104,22-Oct-12,783.7898,0.02,683.7898,100,0.001
105,19-Oct-12,783.0067932,0.02,683.0067932,100,0.001
106,18-Oct-12,782.2245686,0.02,682.2245686,100,0.001
107,17-Oct-12,781.4431255,0.02,681.4431255,100,0.001
108,16-Oct-12,780.662463,0.02,680.662463,100,0.001
109,15-Oct-12,779.8825805,0.02,679.8825805,100,0.001
110,12-Oct-12,779.103477,0.02,679.103477,100,0.001
111,11-Oct-12,778.3251518,0.02,678.3251518,100,0.001
112,10-Oct-12,777.5476042,0.02,677.5476042,100,0.001
113,9-Oct-12,776.7708334,0.02,676.7708334,100,0.001
114,8-Oct-12,775.9948386,0.02,675.9948386,100,0.001
115,5-Oct-12,775.2196189,0.02,675.2196189,100,0.001
116,4-Oct-12,774.4451738,0.02,674.4451738,100,0.001
117,3-Oct-12,773.6715023,0.02,673.6715023,100,0.001
118,2-Oct-12,772.8986037,0.02,672.8986037,100,0.001
119,1-Oct-12,772.1264772,0.02,672.1264772,100,0.001
120,28-Sep-12,771.3551221,0.02,671.3551221,100,0.001
121,27-Sep-12,770.5845375,0.02,670.5845375,100,0.001
122,26-Sep-12,769.8147228,0.02,669.8147228,100,0.001
123,25-Sep-12,769.0456771,0.02,669.0456771,100,0.001
124,24-Sep-12,768.2773997,0.02,668.2773997,100,0.001
125,21-Sep-12,767.5098898,0.02,667.5098898,100,0.001
126,20-Sep-12,766.7431467,0.02,666.7431467,100,0.001
127,19-Sep-12,765.9771695,0.02,665.9771695,100,0.001
